日期,销量,浏览量,转化率,视频个数,直播个数,热推达人数,filename
20240301,1000~2500,10260,10%~15%,36,10,254,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240302,1000~2500,11114,10%~15%,30,9,214,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240303,1000~2500,10629,15%~20%,30,12,225,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240304,1000~2500,9048,15%~20%,29,21,352,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240305,1000~2500,12144,10%~15%,25,16,461,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240306,1000~2500,10542,10%~15%,22,9,446,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240307,750~1000,7798,10%~15%,23,11,340,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240308,250~500,7767,5%~10%,17,7,173,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240309,750~1000,15450,5%~10%,18,6,245,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240310,1000~2500,20382,5%~10%,18,4,258,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240311,1000~2500,10767,10%~15%,15,7,293,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240312,1000~2500,15371,10%~15%,22,11,196,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240313,1000~2500,20494,10%~15%,19,6,141,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240314,1000~2500,20905,5%~10%,20,9,158,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240315,2500~5000,35485,5%~10%,14,8,136,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240316,1000~2500,22219,5%~10%,15,6,183,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240317,1000~2500,19972,5%~10%,12,6,227,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240318,1000~2500,17211,5%~10%,16,12,225,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240319,1000~2500,19804,5%~10%,18,10,260,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240320,1000~2500,19566,5%~10%,15,9,243,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240321,500~750,7056,5%~10%,20,6,211,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240322,500~750,6828,10%~15%,17,7,171,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240323,750~1000,8249,10%~15%,22,5,147,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240324,1000~2500,12684,5%~10%,24,8,146,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240325,750~1000,10347,5%~10%,23,6,187,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240326,750~1000,9252,10%~15%,24,5,164,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240327,1000~2500,7490,10%~15%,22,5,177,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240328,500~750,6338,10%~15%,27,8,112,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240329,750~1000,8813,5%~10%,21,7,118,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240330,750~1000,6958,10%~15%,24,7,110,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240331,500~750,7911,5%~10%,21,3,141,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240401,1000~2500,19977,5%~10%,23,5,109,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240402,1000~2500,18237,5%~10%,19,2,98,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240403,1000~2500,21502,5%~10%,26,2,96,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240404,1000~2500,17596,5%~10%,26,4,104,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240405,1000~2500,13962,5%~10%,20,6,87,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240406,1000~2500,13289,10%~15%,21,3,110,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240407,750~1000,14482,5%~10%,21,3,110,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240408,1000~2500,19112,5%~10%,24,4,97,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240409,1000~2500,25672,5%~10%,20,4,104,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240410,1000~2500,20662,5%~10%,23,5,111,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240411,1000~2500,16770,5%~10%,24,7,105,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240412,750~1000,12017,5%~10%,25,8,128,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240413,750~1000,8040,5%~10%,26,7,129,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240414,750~1000,10897,5%~10%,17,7,106,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240415,1000~2500,17547,5%~10%,19,3,107,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240416,750~1000,13347,5%~10%,25,9,130,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240417,750~1000,13983,5%~10%,17,6,128,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240418,500~750,10554,5%~10%,8,1,118,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240419,500~750,7733,5%~10%,12,4,113,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240420,500~750,8214,5%~10%,8,3,82,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240421,500~750,7779,5%~10%,9,2,78,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240422,750~1000,9284,5%~10%,10,9,90,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240423,500~750,6744,5%~10%,3,3,85,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240424,500~750,6299,5%~10%,11,1,96,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240425,500~750,6854,5%~10%,7,0,81,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240426,500~750,4948,10%~15%,5,0,103,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240427,500~750,4699,10%~15%,6,0,97,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240428,500~750,6507,10%~15%,4,0,84,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240429,1000~2500,12483,5%~10%,7,0,106,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240430,2500~5000,22940,15%~20%,13,0,87,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240501,1000~2500,13366,15%~20%,15,0,109,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240502,1000~2500,11242,15%~20%,15,0,163,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240503,500~750,9397,5%~10%,16,0,196,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240504,750~1000,10816,5%~10%,20,0,146,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240505,1000~2500,13232,5%~10%,17,0,140,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240506,1000~2500,26370,5%~10%,19,0,150,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240507,1000~2500,18807,5%~10%,21,0,189,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240508,1000~2500,18846,5%~10%,18,0,294,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240509,2500~5000,21759,15%~20%,21,0,200,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240510,2500~5000,18569,10%~15%,25,0,155,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240511,1000~2500,16706,10%~15%,28,0,183,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240512,1000~2500,11270,20%~25%,34,0,302,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240513,2500~5000,18481,15%~20%,48,0,249,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240514,2500~5000,19471,15%~20%,49,0,226,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240515,2500~5000,16450,15%~20%,46,0,303,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240516,1000~2500,12241,15%~20%,41,1,279,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240517,1000~2500,12847,15%~20%,49,1,263,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240518,1000~2500,12275,15%~20%,33,0,223,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240519,2500~5000,16769,15%~20%,23,0,246,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240520,2500~5000,24916,10%~15%,20,0,209,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240521,2500~5000,20098,10%~15%,16,0,296,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240522,1000~2500,22275,5%~10%,13,0,413,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240523,1000~2500,20052,5%~10%,7,0,505,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240524,1000~2500,16338,5%~10%,8,0,359,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240525,1000~2500,16708,10%~15%,2,0,316,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240526,2500~5000,16718,15%~20%,2,0,394,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240527,2500~5000,25643,10%~15%,2,0,348,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240528,1000~2500,18393,10%~15%,0,0,260,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240529,1000~2500,16003,10%~15%,2,0,395,达多多_商品总体销量历史_ 【3.9元到手20包】干酵母家用馒头发面烘焙高活性发酵耐高糖5克_袋
20240301,1000~2500,7849,15%~20%,85,1,1,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240302,1000~2500,8718,15%~20%,63,3,1,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240303,2500~5000,21460,15%~20%,44,14,87,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240304,7500~1w,57010,10%~15%,37,19,156,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240305,1w~2.5w,68877,25%~30%,35,34,915,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240306,1w~2.5w,72238,15%~20%,54,29,1002,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240307,1w~2.5w,57238,25%~30%,86,41,2304,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240308,1w~2.5w,55458,20%~25%,102,40,3938,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240309,7500~1w,54258,15%~20%,120,43,4044,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240310,7500~1w,58752,10%~15%,128,46,1004,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240311,5000~7500,48201,10%~15%,129,43,923,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240312,7500~1w,60065,10%~15%,140,55,815,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240313,5000~7500,42683,15%~20%,142,73,886,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240314,7500~1w,55526,10%~15%,159,60,891,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240315,2500~5000,33002,10%~15%,155,69,781,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240316,2500~5000,22515,10%~15%,142,77,699,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240317,2500~5000,18022,15%~20%,149,62,650,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240318,2500~5000,18549,15%~20%,144,73,710,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240319,2500~5000,19936,15%~20%,136,87,1361,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240320,2500~5000,20791,10%~15%,145,103,1677,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240321,2500~5000,19077,15%~20%,137,93,2697,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240322,2500~5000,16234,15%~20%,123,72,2815,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240323,2500~5000,16831,15%~20%,108,70,2386,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240324,2500~5000,19678,15%~20%,106,88,3203,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240325,2500~5000,18500,15%~20%,98,87,2556,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240326,2500~5000,21781,15%~20%,92,86,2638,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240327,2500~5000,26461,15%~20%,88,92,2654,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240328,2500~5000,25533,10%~15%,85,94,2278,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240329,2500~5000,19388,15%~20%,80,88,2088,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240330,2500~5000,15401,15%~20%,82,88,1896,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240331,2500~5000,21927,15%~20%,70,105,1814,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240401,2500~5000,22873,15%~20%,74,84,1703,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240402,2500~5000,27119,15%~20%,70,102,1502,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240403,2500~5000,24031,10%~15%,81,94,1455,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240404,2500~5000,21394,10%~15%,73,86,1282,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240405,2500~5000,20284,10%~15%,64,77,1572,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240406,1000~2500,13248,15%~20%,56,98,1174,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240407,2500~5000,15045,15%~20%,68,95,1587,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240408,2500~5000,15412,15%~20%,57,92,2311,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240409,2500~5000,14706,20%~25%,63,92,1638,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240410,2500~5000,16094,15%~20%,58,88,1579,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240411,2500~5000,17155,15%~20%,67,114,1350,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240412,2500~5000,22557,15%~20%,69,98,1258,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240413,2500~5000,15885,15%~20%,64,97,1130,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240414,2500~5000,14737,15%~20%,65,96,1153,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240415,2500~5000,17181,15%~20%,58,106,1105,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240416,2500~5000,18743,15%~20%,75,104,1054,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240417,5000~7500,42427,10%~15%,70,82,1018,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240418,5000~7500,64693,10%~15%,66,74,899,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240419,2500~5000,38416,10%~15%,64,80,1064,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240420,2500~5000,28648,10%~15%,73,71,924,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240421,2500~5000,25885,10%~15%,75,67,913,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240422,2500~5000,22418,10%~15%,69,81,861,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240423,2500~5000,24286,10%~15%,35,77,802,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240424,2500~5000,19968,10%~15%,74,20,793,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240425,1000~2500,11799,15%~20%,57,0,753,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240426,1000~2500,15363,10%~15%,63,0,714,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240427,1000~2500,13492,10%~15%,70,0,725,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240428,2500~5000,21988,10%~15%,65,2,722,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240429,1000~2500,13404,15%~20%,72,2,679,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240430,1000~2500,18713,10%~15%,63,2,691,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240501,1000~2500,10056,10%~15%,60,2,574,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240502,1000~2500,9730,10%~15%,55,1,561,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240503,1000~2500,9278,10%~15%,68,2,531,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240504,1000~2500,16573,10%~15%,52,3,548,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240505,1000~2500,13198,10%~15%,46,2,473,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240506,1000~2500,17030,10%~15%,66,8,455,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240507,2500~5000,18473,10%~15%,50,3,408,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240508,1000~2500,18383,10%~15%,54,3,506,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240509,2500~5000,21956,10%~15%,52,4,407,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240510,2500~5000,21135,15%~20%,59,5,382,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240511,2500~5000,25531,15%~20%,58,4,387,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240512,2500~5000,19993,10%~15%,62,2,306,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240513,2500~5000,25985,10%~15%,60,4,338,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240514,2500~5000,20335,15%~20%,65,4,328,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240515,2500~5000,15629,15%~20%,58,4,354,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240516,1000~2500,13968,15%~20%,56,4,325,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240517,1000~2500,10214,15%~20%,50,2,287,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240518,1000~2500,11983,15%~20%,20,2,271,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240519,1000~2500,13036,15%~20%,18,3,257,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
20240520,2500~5000,24209,15%~20%,16,4,325,达多多_商品总体销量历史_ 【39.9一大箱130小包】辣卤零食礼盒盐津铺子18种大礼包休闲解馋
