日期,销量,浏览量,转化率,视频个数,直播个数,热推达人数,filename
20240516,250~500,2087,15%~20%,65,0,279,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240517,100~250,1673,5%~10%,50,0,59,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240518,250~500,3193,5%~10%,31,0,55,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240519,1000~2500,5778,15%~20%,25,1,248,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240520,1000~2500,4915,20%~25%,13,0,328,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240521,1000~2500,4712,30%+,11,0,315,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240522,2500~5000,40447,10%~15%,12,0,400,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240523,2500~5000,56801,5%~10%,10,0,343,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240524,5000~7500,50269,10%~15%,10,0,265,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240525,2500~5000,38217,10%~15%,9,0,258,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240526,2500~5000,38242,10%~15%,10,0,249,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240527,5000~7500,42619,10%~15%,7,0,336,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240528,5000~7500,38509,10%~15%,8,0,247,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240529,1000~2500,31871,5%~10%,4,0,183,达多多_商品总体销量历史_【3.9元20袋】老味发面王酵母粉高活性发面宝多用型馒头包子酵母粉
20240301,1000~2500,7078,15%~20%,18,10,109,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240302,750~1000,5171,15%~20%,16,7,94,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240303,500~750,3780,15%~20%,15,8,81,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240304,1000~2500,5447,20%~25%,13,6,85,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240305,1000~2500,7430,20%~25%,14,9,126,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240306,1000~2500,9796,15%~20%,14,10,157,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240307,1000~2500,12221,15%~20%,16,10,354,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240308,1000~2500,8245,10%~15%,15,8,566,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240309,1000~2500,8134,10%~15%,19,8,164,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240310,1000~2500,9530,15%~20%,20,10,283,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240311,1000~2500,6952,15%~20%,23,9,604,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240312,750~1000,7937,10%~15%,22,11,757,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240313,1000~2500,7026,15%~20%,22,12,671,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240314,1000~2500,9444,10%~15%,28,14,620,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240315,1000~2500,8877,10%~15%,32,12,328,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240316,1000~2500,7696,10%~15%,32,8,598,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240317,1000~2500,7976,10%~15%,30,8,820,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240318,1000~2500,6529,15%~20%,27,12,941,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240319,750~1000,6554,15%~20%,29,15,946,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240320,750~1000,5368,15%~20%,31,19,783,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240321,1000~2500,5826,15%~20%,26,17,682,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240322,750~1000,5301,15%~20%,37,18,683,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240323,750~1000,4853,15%~20%,37,14,655,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240324,750~1000,7230,10%~15%,30,13,688,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240325,1000~2500,7148,10%~15%,28,13,947,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240326,750~1000,6401,10%~15%,25,22,804,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240327,1000~2500,8563,10%~15%,26,17,561,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240328,750~1000,7410,10%~15%,22,16,236,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240329,500~750,5281,10%~15%,23,21,275,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240330,500~750,4406,10%~15%,18,20,325,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240331,500~750,4795,10%~15%,22,14,323,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240401,500~750,5366,10%~15%,20,15,239,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240402,750~1000,6089,10%~15%,20,13,470,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240403,750~1000,5362,15%~20%,19,15,411,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240404,750~1000,5123,15%~20%,21,8,680,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240405,1000~2500,7330,10%~15%,21,12,384,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240406,1000~2500,10427,15%~20%,22,14,365,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240407,1000~2500,9905,15%~20%,25,14,340,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240408,1000~2500,6342,15%~20%,21,14,212,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240409,750~1000,4239,15%~20%,26,14,237,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240410,1000~2500,7447,10%~15%,24,14,198,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240411,1000~2500,10282,15%~20%,23,5,136,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240412,1000~2500,12948,10%~15%,25,9,156,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240413,1000~2500,12409,10%~15%,23,7,221,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240414,1000~2500,16057,10%~15%,26,5,341,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240415,1000~2500,10514,10%~15%,20,5,173,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240416,1000~2500,11994,10%~15%,21,8,213,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240417,2500~5000,27625,10%~15%,25,8,311,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240418,2500~5000,26402,10%~15%,31,7,212,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240419,2500~5000,22124,10%~15%,31,8,177,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240420,1000~2500,15561,10%~15%,40,5,163,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240421,1000~2500,12111,10%~15%,43,7,135,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240422,1000~2500,12602,15%~20%,42,13,122,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240423,1000~2500,13450,10%~15%,25,9,160,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240424,1000~2500,16671,10%~15%,45,1,188,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240425,5000~7500,42229,15%~20%,47,0,174,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240426,2500~5000,31908,10%~15%,43,0,186,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240427,2500~5000,24906,10%~15%,47,0,180,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240428,5000~7500,31324,15%~20%,48,1,57,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240429,2500~5000,24571,15%~20%,42,0,55,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240430,2500~5000,21124,15%~20%,47,2,56,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240501,2500~5000,14876,15%~20%,43,0,42,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240502,2500~5000,17937,15%~20%,42,1,40,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240503,2500~5000,19051,15%~20%,52,1,31,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240504,5000~7500,29198,15%~20%,38,1,47,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240505,2500~5000,20411,15%~20%,21,1,48,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240506,2500~5000,20840,15%~20%,52,1,69,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240507,2500~5000,25266,15%~20%,45,1,123,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240508,5000~7500,27420,15%~20%,48,0,130,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240509,5000~7500,31064,20%~25%,54,0,106,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240510,5000~7500,31979,15%~20%,56,1,179,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240511,1w~2.5w,50195,20%~25%,60,0,481,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240512,7500~1w,42669,20%~25%,67,2,2081,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240513,7500~1w,39190,20%~25%,99,2,3763,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240514,7500~1w,42479,20%~25%,111,2,2510,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240515,7500~1w,40808,20%~25%,107,6,1721,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240516,5000~7500,26413,15%~20%,116,3,1513,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240517,2500~5000,21601,20%~25%,105,2,1105,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240518,2500~5000,24168,15%~20%,71,2,718,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240519,7500~1w,36613,20%~25%,57,1,515,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240520,5000~7500,25865,20%~25%,54,4,540,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240521,7500~1w,32394,20%~25%,36,3,528,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240522,2500~5000,17892,20%~25%,28,1,692,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240523,1000~2500,10315,20%~25%,20,2,758,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240524,1000~2500,8332,20%~25%,14,2,562,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240525,1000~2500,7446,20%~25%,13,1,647,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240526,1000~2500,7326,20%~25%,11,0,770,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240527,1000~2500,6999,20%~25%,7,0,746,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240528,1000~2500,6328,20%~25%,5,0,445,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240529,1000~2500,5601,25%~30%,3,0,327,达多多_商品总体销量历史_【30个9.99】山药硬脆沙琪玛老式琪玛酥米花糖儿时芝麻特产糕点零食
20240301,500~750,2095,25%~30%,7,0,0,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240302,500~750,2737,25%~30%,6,2,0,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240303,750~1000,4472,20%~25%,2,16,83,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240304,1000~2500,8551,20%~25%,6,24,190,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240305,1000~2500,7484,20%~25%,11,38,370,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240306,1000~2500,7856,20%~25%,10,33,456,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240307,1000~2500,8918,15%~20%,10,39,935,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240308,1000~2500,8310,15%~20%,15,44,2538,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240309,1000~2500,9282,15%~20%,15,41,2052,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240310,1000~2500,11235,15%~20%,17,45,2278,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240311,1000~2500,12187,20%~25%,15,45,2843,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240312,2500~5000,18215,20%~25%,21,61,3409,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240313,5000~7500,25930,15%~20%,25,71,3532,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240314,2500~5000,19709,15%~20%,33,72,2824,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240315,2500~5000,16623,15%~20%,43,65,3844,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240316,1000~2500,16727,10%~15%,48,81,4300,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240317,1000~2500,14096,15%~20%,58,77,5280,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240318,2500~5000,31304,15%~20%,72,79,5890,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240319,2500~5000,31820,10%~15%,70,94,8688,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240320,2500~5000,27315,15%~20%,81,86,11573,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240321,2500~5000,28763,15%~20%,87,101,23361,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240322,2500~5000,24903,15%~20%,87,102,20938,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240323,2500~5000,24808,15%~20%,85,97,24250,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240324,2500~5000,24298,15%~20%,86,104,37315,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240325,5000~7500,36278,15%~20%,91,117,27521,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240326,5000~7500,33589,15%~20%,94,137,32149,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240327,5000~7500,35695,15%~20%,98,124,32264,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240328,5000~7500,34191,15%~20%,94,143,27724,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240329,2500~5000,31223,15%~20%,102,135,28656,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240330,2500~5000,25500,15%~20%,109,139,52492,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240331,2500~5000,28161,15%~20%,104,142,63462,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240401,5000~7500,34623,15%~20%,99,150,59073,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240402,5000~7500,28333,15%~20%,106,154,57494,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240403,2500~5000,22810,15%~20%,105,142,65930,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240404,2500~5000,22180,15%~20%,103,125,69517,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240405,2500~5000,22683,15%~20%,106,124,42553,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240406,2500~5000,22096,15%~20%,93,140,33427,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240407,2500~5000,24340,20%~25%,91,163,17592,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240408,5000~7500,28834,15%~20%,97,159,46601,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240409,5000~7500,33595,15%~20%,108,169,57297,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240410,5000~7500,31187,15%~20%,102,169,59363,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240411,2500~5000,27418,15%~20%,106,185,39363,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240412,2500~5000,23910,15%~20%,110,161,23750,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240413,2500~5000,24816,15%~20%,109,154,32454,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240414,2500~5000,21929,15%~20%,110,141,34199,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240415,2500~5000,24745,15%~20%,95,163,28796,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240416,5000~7500,33456,15%~20%,110,163,18529,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240417,2500~5000,22597,15%~20%,115,131,21220,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240418,2500~5000,17115,15%~20%,108,113,10431,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240419,2500~5000,22954,15%~20%,99,143,898,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240420,2500~5000,13746,20%~25%,97,122,1944,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240421,2500~5000,23202,15%~20%,86,122,9823,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240422,2500~5000,16720,20%~25%,84,153,893,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240423,2500~5000,17775,20%~25%,45,131,2832,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240424,2500~5000,18175,20%~25%,84,43,15545,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240425,2500~5000,21224,15%~20%,71,0,22199,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240426,5000~7500,18163,25%~30%,55,3,11051,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240427,2500~5000,19035,15%~20%,73,0,14587,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240428,2500~5000,17239,15%~20%,64,5,11554,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240429,2500~5000,18054,15%~20%,67,1,16165,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240430,2500~5000,14946,15%~20%,56,1,15913,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240501,1000~2500,13625,15%~20%,57,2,13238,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240502,1000~2500,10529,15%~20%,40,7,9927,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240503,1000~2500,11401,15%~20%,54,7,10186,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240504,2500~5000,17003,15%~20%,38,6,13865,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
20240505,2500~5000,16625,15%~20%,21,12,11282,达多多_商品总体销量历史_【30包9.9】盐津铺子手撕素肉素牛排网红零食休闲食品香辣小零食9g
