日期,销量,浏览量,转化率,视频个数,直播个数,热推达人数,filename
20240509,1000~2500,9428,15%~20%,215,0,276,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240510,500~750,4708,10%~15%,206,0,207,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240511,1000~2500,9825,10%~15%,205,0,151,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240512,1000~2500,11280,20%~25%,206,0,104,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240513,1000~2500,10495,15%~20%,221,0,134,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240514,1000~2500,12813,15%~20%,210,0,123,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240515,2500~5000,18765,20%~25%,208,0,139,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240516,2500~5000,17159,15%~20%,182,0,211,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240517,2500~5000,17713,20%~25%,156,0,253,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240518,5000~7500,26069,15%~20%,88,0,240,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240519,2500~5000,18305,15%~20%,68,0,315,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240520,1000~2500,6993,15%~20%,57,0,220,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240521,1000~2500,7357,15%~20%,51,1,172,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240522,1000~2500,7381,15%~20%,43,2,161,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240523,2500~5000,14713,20%~25%,32,0,218,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240524,1000~2500,9708,20%~25%,31,0,217,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240525,1000~2500,7191,20%~25%,29,0,186,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240526,1000~2500,6622,15%~20%,24,0,193,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240527,1000~2500,8421,10%~15%,16,0,228,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240528,750~1000,5595,10%~15%,17,0,265,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240529,500~750,4111,15%~20%,8,0,153,达多多_商品总体销量历史_【20片6.9】吸汗贴腋下止汗贴隐形腋窝吸汗垫男女隔汗防汗贴
20240301,1w~2.5w,180277,10%~15%,36,3,121,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240302,7500~1w,99904,5%~10%,32,1,98,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240303,1w~2.5w,128547,5%~10%,34,3,119,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240304,5000~7500,71176,10%~15%,33,2,87,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240305,5000~7500,54245,10%~15%,23,3,80,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240306,0,0,-,0,0,0,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240307,2500~5000,51092,5%~10%,8,5,81,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240308,2500~5000,39319,5%~10%,10,4,116,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240309,2500~5000,45196,5%~10%,5,5,101,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240310,5000~7500,55976,5%~10%,4,6,120,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240311,2500~5000,44488,10%~15%,5,7,91,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240312,5000~7500,54626,10%~15%,4,8,106,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240313,1w~2.5w,128999,10%~15%,4,9,144,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240314,1w~2.5w,113974,10%~15%,3,4,148,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240315,7500~1w,80321,10%~15%,2,7,118,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240316,1w~2.5w,117917,15%~20%,0,4,168,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240317,1w~2.5w,112888,10%~15%,2,5,146,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240318,1w~2.5w,96729,15%~20%,1,7,137,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240319,1w~2.5w,90621,15%~20%,0,5,179,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240320,1w~2.5w,67839,10%~15%,0,7,144,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240321,1w~2.5w,116020,10%~15%,7,4,156,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240322,1w~2.5w,100063,10%~15%,3,4,161,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240323,7500~1w,80163,10%~15%,7,4,147,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240324,1w~2.5w,78890,10%~15%,1,7,166,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240325,1w~2.5w,88900,15%~20%,0,5,165,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240326,1w~2.5w,77587,15%~20%,0,4,198,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240327,1w~2.5w,68150,15%~20%,2,6,142,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240328,7500~1w,57624,15%~20%,1,10,123,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240329,5000~7500,51705,10%~15%,1,9,123,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240330,5000~7500,51610,10%~15%,1,10,101,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240331,7500~1w,65618,10%~15%,1,7,129,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240401,1w~2.5w,60420,15%~20%,2,8,127,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240402,1w~2.5w,67707,15%~20%,3,8,136,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240403,7500~1w,58522,10%~15%,3,6,106,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240404,1w~2.5w,70742,15%~20%,1,6,122,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240405,1w~2.5w,70849,15%~20%,3,7,123,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240406,1w~2.5w,73631,15%~20%,7,7,120,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240407,7500~1w,61876,15%~20%,3,9,131,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240408,1w~2.5w,61634,15%~20%,4,8,143,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240409,1w~2.5w,59722,15%~20%,2,7,126,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240410,1w~2.5w,73247,20%~25%,2,7,153,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240411,1w~2.5w,64319,15%~20%,3,8,170,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240412,1w~2.5w,72481,20%~25%,4,7,211,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240413,1w~2.5w,148286,10%~15%,5,9,189,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240414,1w~2.5w,104334,15%~20%,5,8,209,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240415,1w~2.5w,115621,10%~15%,4,9,184,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240416,1w~2.5w,106948,10%~15%,3,12,184,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240417,2.5w~5w,114733,20%~25%,26,6,234,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240418,1w~2.5w,82144,15%~20%,12,7,206,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240419,1w~2.5w,72008,15%~20%,8,7,219,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240420,1w~2.5w,79668,15%~20%,4,6,194,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240421,1w~2.5w,79529,15%~20%,5,4,208,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240422,1w~2.5w,61946,15%~20%,6,13,150,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240423,1w~2.5w,53874,15%~20%,4,12,150,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240424,1w~2.5w,57590,15%~20%,8,3,182,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240425,1w~2.5w,65994,20%~25%,4,0,168,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240426,1w~2.5w,68026,20%~25%,3,0,176,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240427,1w~2.5w,61866,15%~20%,6,0,168,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240428,1w~2.5w,62098,15%~20%,6,0,135,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240429,7500~1w,54169,15%~20%,6,0,163,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240430,7500~1w,57449,15%~20%,17,0,165,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240501,7500~1w,64475,15%~20%,19,0,127,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240502,7500~1w,57218,15%~20%,15,0,140,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240503,7500~1w,58951,15%~20%,17,0,134,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240504,7500~1w,62328,10%~15%,6,0,132,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240505,1w~2.5w,80155,15%~20%,4,2,149,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240506,1w~2.5w,87632,10%~15%,4,0,159,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240507,1w~2.5w,78447,15%~20%,5,0,181,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240508,1w~2.5w,88902,15%~20%,4,1,213,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240509,1w~2.5w,70268,15%~20%,23,1,170,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240510,1w~2.5w,73836,10%~15%,20,2,187,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240511,7500~1w,67927,10%~15%,4,1,149,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240512,7500~1w,63130,10%~15%,18,1,178,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240513,7500~1w,67073,10%~15%,18,1,175,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240514,7500~1w,66747,10%~15%,18,3,165,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240515,5000~7500,54783,10%~15%,16,5,165,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240516,5000~7500,51737,10%~15%,8,3,167,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240517,7500~1w,48266,15%~20%,17,3,183,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240518,5000~7500,44708,15%~20%,3,0,180,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240519,5000~7500,44106,15%~20%,1,3,177,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240520,5000~7500,41291,15%~20%,2,2,158,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240521,1w~2.5w,73348,25%~30%,1,0,186,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240522,7500~1w,37479,25%~30%,0,2,149,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240523,7500~1w,33643,20%~25%,1,1,136,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240524,5000~7500,32167,20%~25%,1,0,143,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240525,5000~7500,42693,15%~20%,0,0,102,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240526,7500~1w,74869,10%~15%,0,0,173,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240527,5000~7500,51086,10%~15%,0,0,115,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240528,7500~1w,57538,10%~15%,0,0,101,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240529,5000~7500,50698,10%~15%,0,0,72,达多多_商品总体销量历史_【28天提升4个美白色阶】参半深导白牙膏亮白洁净牙齿护龈套装 koc
20240301,2500~5000,15467,25%~30%,185,55,37234,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240302,2500~5000,20792,20%~25%,224,55,22176,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240303,2500~5000,19237,20%~25%,223,59,36120,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240304,2500~5000,18177,25%~30%,237,65,37129,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240305,2500~5000,15783,20%~25%,259,73,51193,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240306,2500~5000,12754,25%~30%,248,73,72463,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240307,2500~5000,12400,25%~30%,264,58,65469,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240308,2500~5000,11367,30%+,223,66,24682,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240309,2500~5000,16191,25%~30%,266,75,11802,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240310,2500~5000,18928,25%~30%,253,69,17400,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240311,2500~5000,15763,20%~25%,248,62,22270,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240312,2500~5000,16332,20%~25%,234,69,20836,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240313,2500~5000,17302,20%~25%,223,68,16411,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240314,2500~5000,17785,20%~25%,232,66,15262,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240315,2500~5000,16785,20%~25%,213,63,9390,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240316,2500~5000,15959,20%~25%,224,60,10586,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240317,2500~5000,16288,25%~30%,199,59,22124,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240318,2500~5000,16396,20%~25%,206,71,21334,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240319,2500~5000,14403,20%~25%,182,68,22685,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240320,2500~5000,16982,20%~25%,166,69,19417,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240321,1000~2500,10124,20%~25%,164,68,8844,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240322,2500~5000,10407,20%~25%,160,59,3865,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240323,1000~2500,8861,20%~25%,148,51,217,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240324,1000~2500,9903,20%~25%,149,53,247,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240325,1000~2500,9219,15%~20%,149,46,215,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240326,1000~2500,7541,20%~25%,131,57,203,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240327,1000~2500,8287,15%~20%,133,45,200,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240328,1000~2500,6996,20%~25%,130,42,605,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240329,1000~2500,9368,20%~25%,141,40,6154,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240330,2500~5000,17123,20%~25%,114,53,10764,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240331,5000~7500,25669,20%~25%,136,38,12612,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240401,5000~7500,34096,20%~25%,123,39,16743,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240402,5000~7500,21907,20%~25%,129,48,11093,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240403,1w~2.5w,45116,20%~25%,141,52,10324,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240404,1w~2.5w,47384,20%~25%,147,48,10595,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240405,1w~2.5w,48638,20%~25%,157,42,5231,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240406,1w~2.5w,50465,25%~30%,176,39,9810,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240407,2.5w~5w,122203,20%~25%,193,72,13625,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240408,1w~2.5w,79565,25%~30%,215,78,17733,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240409,1w~2.5w,64308,25%~30%,233,81,13696,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240410,1w~2.5w,54340,30%+,238,85,22455,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240411,1w~2.5w,38339,25%~30%,252,90,26374,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240412,7500~1w,28669,30%+,259,91,49716,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240413,7500~1w,29357,25%~30%,263,78,88763,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240414,7500~1w,28546,25%~30%,264,65,79811,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240415,5000~7500,20828,25%~30%,248,77,67849,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240416,5000~7500,22590,25%~30%,284,80,22197,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240417,5000~7500,19394,30%+,259,56,34763,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240418,2500~5000,13206,30%+,268,37,148459,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240419,2500~5000,12518,30%+,281,45,74363,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240420,5000~7500,15719,30%+,273,39,24940,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240421,5000~7500,14430,30%+,279,42,23207,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240422,2500~5000,9343,30%+,268,58,367,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
20240423,2500~5000,9134,30%+,137,52,345,达多多_商品总体销量历史_【30贴_9.99】叶黄素蒸汽眼罩缓解眼疲劳眼干涩睡觉热敷遮光护眼贴
